id,sku,short_description,Tên SP,price,Quantity_sold,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,rating_avg,brand_name,Date
97823773,5959632157553,Remote điều khiển được nhiều model Smart TV SamsungChức năng nhận lệnh bằng giọng nóiTốc độ phản hồi nhanhTặng kèm pin AAA MaxellLoại sản phẩm: Smart remote điều khiển từ xa TVThương hiệu TV tương...,"Remote Điều Khiển TV Giọng Nói Dành Cho SAMSUNG Smart Tivi 4K, QLED - Grade A",265000,37.0,285000,,20000,7,6,,available,,4.3,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-11-17
162750934,9634476383667,"Thiết kế sang trọng, hiện đạiMáy giặt LG Inverter 9 kg FM1209S6W thuộc dòng máy giặt cửa trước hiện đại, kết hợp với gam màu trắng tạo nên vẻ đẹp sang trọng, tinh tế, có thể phối hợp với bất kỳ không...",Máy giặt LG Inverter 9 kg FM1209S6W - Chỉ giao tại HCM,6370000,39.0,7590000,,1220000,16,10,,available,,5.0,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-11-17
47101594,7326707914499,"Thiết kế tinh tế cùng với công suất 1 HP Máy lạnh Sharp Inverter 1 HP AH-X9XEW sở hữu những đường nét thiết kế mạnh mẽ và tông màu trắng sang trọng phù hợp với nhiều phong cách nội thất khác nhau, đi...", Máy lạnh Sharp Inverter 1 HP AH-X9XEW,5990000,841.0,9040000,,3050000,34,300,,available,,4.6,"{'id': 19912, 'name': 'Sharp', 'slug': 'sharp'}",2022-11-17
192387731,9772094489545,...,[Sản phẩm mới nhất 2022] GOOGLE Tivi 55'' 4K HDR - 55T66 - Gam Màu Rộng  Dolby Audio - Tivi Giá Rẻ Chất Lượng - Bảo Hành 2 Năm - Hàng chính hãng,9772000,9.0,14490000,,4718000,33,3,,available,,4.7,"{'id': 27932, 'name': 'TCL', 'slug': 'tcl'}",2022-11-17
167580331,2092425633736,"Ngắm nhìn thế giới với một tỷ sắc màu - Công nghệ Quantum Dot hiển thị 100% dải màuCông nghệ Quantum Dot hiển thị 100% dải màu với độ chân thực sống động và rõ nét, cho bạn thưởng thức từng khung hìn...",Smart Tivi QLED Samsung 4K 55 inch QA55Q60BA - Model 2022,14789900,7.0,22900000,,8110100,35,1,,available,,4.0,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-11-17
91272439,5108443897791,"Giá Treo TiVi Di Động North Bayou AVA1500 Màu Đen Lắp Cho Màn Hình 32 inch - 70 inch Nhập Khẩu được cấu tạo bằng sắt, sơn tĩnh điện, sản phẩm lắp cho màn hình tivi 32"" - 70"" có trọng lượng giá 18,7kg...",Giá Treo TiVi Di Động North Bayou AVA1500 Màu Đen Lắp Cho Màn Hình 32 inch - 70 inch Nhập Khẩu,975800,223.0,975800,,0,0,58,,available,,4.8,"{'id': 168073, 'name': 'North Bayou', 'slug': 'north-bayou'}",2022-11-17
195284843,3553076181064,...,"SMART TV HD Coocaa 43 inch 43S3U- tivi giá rẻ Chân viền kim loại - CC Cast, Swaiot HOME, Games, Dolby audio, Youtube - Hàng Chính Hãng",5299000,14.0,8000000,,2701000,34,2,,available,,5.0,"{'id': 357305, 'name': 'coocaa', 'slug': 'coocaa'}",2022-11-17
196250720,9767864850289,* Công nghệ ổn định nhiệt độ* Khóa nhiệt an toàn chống bỏng* Màn hình LED - Hiển thị nhiệt độ* Hệ thống Safety check* Công nghệ Residual Heat* Điều chỉnh công suất làm nóng theo yêu cầu* Hoạt độ...,Máy nước nóng trực tiếp Ariston AURES PREMIUM+ 4.5 (4500W) - Hàng chính hãng,2569999,1.0,2569999,,0,0,1,,available,,5.0,"{'id': 47795, 'name': 'Ariston', 'slug': 'ariston'}",2022-11-17
53639843,5407881736182,"Ngăn chặn mùi hôi khó chịu với bộ lọc than hoạt tính DeodorizerBộ lọc than hoạt tính Deodorizer trên tủ lạnh Samsung Inverter 208 lít RT20HAR8DBU/SV giúp loại bỏ hoàn toàn những mùi hôi khó chiu, các...",Tủ Lạnh Inverter Samsung RT20HAR8DBU/SV (208L) - Hàng Chính Hãng - Chỉ Giao tại HCM,5220000,762.0,7590000,,2370000,31,308,,available,,4.7,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-11-17
144534656,6377005204051,"Thiết kế thanh mảnh, bố trí gọn gàng có kích thước lần lượt là dài 76 cm - rộng 9 cm - cao 6.3 cm bạn có thể đặt gọn ngay phía dưới tivi, không chiếm quá nhiều diện tích. Loa có tông màu chủ đạo là đ...",Loa Thanh LG 2.1ch SP2 (100W) - Hàng chính hãng,1200000,,1200000,,0,0,0,,available,,0.0,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-11-17
93066063,5400239094000,"Trải Nghiệm Nội Dung 4K Hoàn Mỹ Trên Thế Hệ Smart TV MớiPurColor Tái Hiện Sắc Màu Cuộc Sống, Rực Rỡ Và Sống Động HơnSmart Tivi Samsung 4K 75 inch UA75AU7700 Mới 2021 - Choáng ngợp trước dải màu sắc...",Smart Tivi Samsung 4K 75 inch UA75AU7700,22779900,23.0,38900000,,16120100,41,5,,available,,5.0,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-11-17
178058680,6747623791989,Cảm giác thật với màu sắc và độ tương phản đẹpGoogle Tivi Sony 4K 55 inch KD-55X75K với bộ xử lý mạnh mẽ của chúng tôi trên TV Sony BRAVIA 4K này sử dụng các thuật toán nâng cao để giảm nhiễu và tăn...,Google Tivi Sony 4K 55 inch KD-55X75K - Model 2022,12749900,85.0,15900000,,3150100,20,26,,available,,4.7,"{'id': 18641, 'name': 'Sony', 'slug': 'sony'}",2022-11-17
197601204,1600354579727,"Máy nước nóng trực tiếp Ariston 4500W AURES PREMIUM 4.5P thiết kế gọn gàng, hiện đại và an toàn cho phòng tắm. Cơ chế làm nóng và kiểm soát nhiệt an toàn với công nghệ Residual Heat và hệ thống Safety...",Máy nước nóng trực tiếp Ariston 4500W AURES PREMIUM 4.5P - Hàng Chính Hãng,2829000,,2829000,,0,0,0,,available,,0.0,"{'id': 47795, 'name': 'Ariston', 'slug': 'ariston'}",2022-11-17
1501727,2884318125888,"Thiết kế sang trọngTủ Lạnh Inverter Sharp SJ-X176E-SL sở hữu ngoại hình bắt mắt cùng ngăn đá trên truyền thống quen thuộc, nổi bật với 2 cửa rộng lớn đi cùng lớp vỏ ngoài được làm bằng thép khô...",Tủ lạnh Sharp Inverter 150 lít SJ-X176E-SL,4440000,1.0,4440000,,0,0,0,,available,,0.0,"{'id': 19912, 'name': 'Sharp', 'slug': 'sharp'}",2022-11-17
68526716,4195702007474,"Thông tin chi tiết:Loại sản phẩm: Remote điều khiển từ xa TVThương hiệu TV tương thích: SONYDòng TV tương thích: Smart TV, Internet TVChủng loại phụ kiện: Loại tốt - Chất lượng A+Vật liệu: Nhựa...","Remote Điều Khiển Dành Cho Smart TV, Internet TV, TV Thông Minh SONY RMT-TX300P",29900,52.0,29900,,0,0,21,,available,,4.5,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-11-17
95547156,7406177525281,Smart Tivi 4K mang màu sắc và âm thanh sống động đến với bạnKhám phá thế giới giải trí sống động trên Google Tivi với màu sắc đẹp mắt đến từ sự chân thực trong công nghệ âm thanh và hình ảnh của Sony...,Android Tivi Sony 4K 55 inch KD-55X80J/S,13669900,95.0,21900000,,8230100,38,42,,available,,4.5,"{'id': 18641, 'name': 'Sony', 'slug': 'sony'}",2022-11-17
184081923,8220563108739,Hiển thị màu sắc sống động và hình ảnh chân thực - Công nghệ PurColorChoáng ngợp trước dải màu sắc hiển thị rộng lớn và rực rỡ từ công nghệ PurColor. Đắm chìm trong từng khung hình sống động và chân ...,Smart Tivi Samsung 4K 43 inch UA43AU7002,7889900,56.0,9900000,,2010100,20,15,,available,,5.0,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-11-17
39371646,2177433458833,"Giá treo màn hình xoay 360 độ - Chân đứng - Tay dài 23 cm, kẹp bàn-Giá treo màn hình hiện nay là phụ hiện công nghệ cần thiết cho những người sử dụng máy tính đặt bàn- Nó có Khả năng thay đổi chiều ca...","Giá treo màn hình xoay 360 độ - Chân đứng - Tay dài 23 cm, kẹp bàn, hàng nhập khẩu",235900,,235900,,0,0,0,,available,,0.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-11-17
53853891,3747606137163,Đặc điểm nổi bật của Loa JBL Bar 2.0 All in one 80W- Thưởng thức truyền phát nhạc không dây qua Bluetooth từ điện thoại di động hoặc máy tính bảng của bạn- Âm thanh vòm JBL mang lại trải nghiệm âm th...,Loa JBL Bar 2.0 ALL-IN-ONE 80W Chính hãng,4590000,109.0,5570000,,980000,18,49,,available,,4.8,"{'id': 20215, 'name': 'JBL', 'slug': 'jbl'}",2022-11-17
133736092,7347996378905,"Điểu khiển thông minh dùng được cho tivi LG năm 2020, 2021+ Tình trạng: hàng chính hãng mới 100%+ Nguồn: 2 viên pin AAA+ Kích thước: 21*4*4cm+ Trọng lượng: 90g Chiếc điều khiển này có nhiều ưu đ...","MAGIC REMOTE LG ANMR21, MR21GA (2021) – HÀNG CHÍNH HÃNG",450000,20.0,750000,,300000,40,7,,available,,5.0,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-11-17
136825956,3261339593615,"Tiết kiệm điện năng hiệu quả, vận hành êm ái với công nghệ InverterMáy giặt LG Inverter 10 kg FV1410S3B sở hữu khả năng tự động điều chỉnh số vòng quay phù hợp với từng điều kiện giúp tăng hiệu quả k...",Máy giặt LG Inverter 10 kg FV1410S3B - Chỉ giao tại HCM,11240000,52.0,17990000,,6750000,38,17,,available,,5.0,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-11-17
164091728,7390704506279,"Thiết kế tràn viền nâng cao trải nghiệmAndroid Tivi Sharp 4K 55 inch 4T-C55DJ3X với thiết kế tràn viền 3 cạnh, nâng cao trải nghiệm hình ảnh.Công nghệ âm thanh Dolby Atmos sống độngCông nghệ âm th...",Android Tivi Sharp 4K 55 inch 4T-C55DJ3X,9109900,20.0,12964000,,3854100,30,5,,available,,4.8,"{'id': 19912, 'name': 'Sharp', 'slug': 'sharp'}",2022-11-17
184080977,7786485504511,Công nghệ PurColorChoáng ngợp trước dải màu sắc hiển thị rộng lớn và rực rỡ từ công nghệ PurColor. Đắm chìm trong từng khung hình sống động và chân thực như bước ra từ cuộc sống.Bộ xử lý hình ảnh C...,Smart Tivi Samsung 4K 55 inch UA55AU7002,10519900,45.0,13900000,,3380100,24,9,,available,,4.6,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-11-17
44183140,3648854640392,"ĐIỀU KHIỂN MAGIC REMOTE TIVI LG 2019 AN-MR19BA CHO SMART TIVI LG 2019 Hàng hãng ra, mới 100%Nguồn: 2 viên pin 2AKhoảng cách sử dụng: 8mKích thước: 185*48*40 mmTrọng lượng: 99gTương thích 100% chứ...",Magic Remote tivi LG 2019 AN-MR19BA-Hàng chính hãng,450000,551.0,450000,,0,0,187,,available,,4.8,"{'id': 18851, 'name': 'LG', 'slug': 'lg'}",2022-11-17
111696380,8068128884225,"Khung treo phù hợp với mọi tivi có kích thước 43 - 65 inch. Kích thước: Ngang 620mm - Cao 460mm. Tải trọng: 50 kG Khoảng cách tivi đến tường 40mm-50mm Linh kiện đầy đủThiết kế cứng cáp, chịu lực tốt,...",Khung Treo Tivi 43 - 65 Inch áp tường CP cho tv LCD-LED-PLASMA Cao Cấp - Hàng Chính Hãng,155000,356.0,155000,,0,0,81,,available,,4.8,"{'id': 79420, 'name': 'CP', 'slug': 'cp'}",2022-11-17
119194548,5417714099212,     ...,Remote dành cho máy lạnh Panasonic,65000,171.0,65000,,0,0,27,,available,,4.7,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-11-17
50590607,6625277567427,"Thiết kế hiện đại, thanh lịch với độ mỏng tối ưuSmart Tivi Samsung HD 32 inch UA32T4300 sở hữu thiết kế tinh giản với độ mỏng tối ưu mang đến vẻ đẹp hiện đại và thanh lịch cho TV HD, giúp nâng tầm kh...",Smart Tivi Samsung HD 32 inch UA32T4300,5219900,168.0,7600000,,2380100,31,60,,available,,4.6,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-11-17
96347307,9099376503617,"       Bộ vỉ mạch điều khiển từ xa cho quạt 2020 BẢN TIẾNG VIỆT   Lưu ý: mạch quạt phiên bản mới sản xuất năm 2019 đã được nâng cấp ổn định hơn, tốt hơn và không cần dùng đến cầu trì, tất cả nhữn...",Bộ vỉ mạch quạt điều khiển từ xa cho quạt có kèm remote 2020 BẢN TIẾNG VIỆT,44500,37.0,44500,,0,0,6,,available,,5.0,"{'id': 111461, 'name': 'OEM', 'slug': 'oem'}",2022-11-17
49089541,8389904240739,"Thiết kế góc nhìn rộng, độ bền caoTivi LED Sharp HD 32 inch 2T-C32BD1X sở hữu với kích cỡ 32 inch cùng góc nhìn rộng lên đến 176º theo cả chiều ngang và chiều dọc, bạn có thể trải nghiệm xem hoàn toà...",Tivi LED Sharp HD 32 inch 2T-C32BD1X,3839900,840.0,4900000,,1060100,22,211,,available,,4.5,"{'id': 19912, 'name': 'Sharp', 'slug': 'sharp'}",2022-11-17
108175089,5471339714377,"Diệt Khuẩn 99,9% Và Ngừa Dị Ứng - Giặt Hơi Nước Diệt Khuẩn Hygiene SteamKích hoạt hơi nước nhiệt độ cao thổi vào toàn bộ bề mặt và sâu bên trong từng kẽ vải giúp loại bỏ cặn bẩn bám sâu và diệt 99,9%...",Máy giặt Samsung Inverter 8.5 kg WW85T4040CX,7159000,572.0,11589600,,4430600,38,241,,available,,4.7,"{'id': 18802, 'name': 'Samsung', 'slug': 'samsung'}",2022-11-17
9381544,6097115013722," Giá đỡ màn hình kép F160 giúp màn hình hiển thị linh hoạt, F160 được xây dựng với xi lanh chống xước cực bền để có thể di chuyển màn hình bất kỳ hướng và chiều cao theo ý muốn của bạn. Cho phép bạn...",Giá treo 2 màn hình máy tính nhập khẩu F160 cho 17 - 27inch,557900,1.0,557900,,0,0,0,,available,,0.0,"{'id': 168073, 'name': 'North Bayou', 'slug': 'north-bayou'}",2022-11-17
54620003,9666658416177,"Điều khiển chính hãng giúp việc điều khiển nhạy, dễ dàng điều khiển thiết bị theo ý muốn mà không có bất cứ phiền phức nào xảy ra như với những sản phẩm không rõ nguồn gốc và không được kiểm định chất...",Điều khiển Quạt cây Panasonic Model F-409KBVH - Hàng chính hãng ,240460,126.0,240460,,0,0,41,,available,,4.7,"{'id': 18804, 'name': 'Panasonic', 'slug': 'panasonic'}",2022-11-17
